Date,Duration,Workout Name,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE,Notes
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Bicep Curl,0,70,8,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Bicep Curl,1,60,8,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Bicep Curl,2,60,7,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Bicep Curl,3,65,3,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Shoulder Press,0,25,8,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Shoulder Press,1,30,8,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Shoulder Press,2,30,8,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Machine Shoulder Press,3,30,6,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Chest Press,0,40,8,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Chest Press,1,40,8,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Chest Press,2,40,6,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Chest Press,3,40,7,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Chin Ups,0,0,5,0,0,,
2025-02-27 11:46:04,00 hours 29 minutes 27 seconds,,Chin Ups,1,0,3,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Bicep Curl,0,60,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Bicep Curl,1,60,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Bicep Curl,2,55,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Bicep Curl,3,55,6,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Shoulder Press,0,20,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Shoulder Press,1,25,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Shoulder Press,2,30,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Machine Shoulder Press,3,30,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Seated Dip Machine,0,70,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Seated Dip Machine,1,85,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Seated Dip Machine,2,85,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Seated Dip Machine,3,85,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Dumbbell Bench Press,0,20,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Dumbbell Bench Press,1,22.5,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Dumbbell Bench Press,2,22.5,8,0,0,,
2025-03-03 14:35:53,00 hours 35 minutes 14 seconds,,Dumbbell Bench Press,3,22.5,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Bicep Curl,0,60,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Bicep Curl,1,60,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Bicep Curl,2,60,6,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Bicep Curl,3,55,7,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Shoulder Press,0,30,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Shoulder Press,1,25,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Shoulder Press,2,25,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Machine Shoulder Press,3,25,6,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Lat Pulldown,0,70,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Lat Pulldown,1,75,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Lat Pulldown,2,70,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Lat Pulldown,3,60,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Seated Dip Machine,0,70,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Seated Dip Machine,1,85,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Seated Dip Machine,2,85,8,0,0,,
2025-03-04 11:32:46,00 hours 33 minutes 58 seconds,,Seated Dip Machine,3,100,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Bicep Curl,0,50,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Bicep Curl,1,55,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Bicep Curl,2,55,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Bicep Curl,3,55,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Shoulder Press,0,25,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Shoulder Press,1,25,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Shoulder Press,2,25,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Machine Shoulder Press,3,25,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Chest Press,0,30,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Chest Press,1,35,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Chest Press,2,35,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Chest Press,3,40,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Seated Dip Machine,0,75,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Seated Dip Machine,1,80,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Seated Dip Machine,2,85,8,0,0,,
2025-03-08 12:24:04,00 hours 32 minutes 57 seconds,,Seated Dip Machine,3,90,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Curl,0,20,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Curl,1,20,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Curl,2,17.5,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Curl,3,25,3,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Lat Pulldown,0,60,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Lat Pulldown,1,60,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Lat Pulldown,2,65,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Lat Pulldown,3,65,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Bench Press,0,20,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Bench Press,1,20,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Bench Press,2,22.5,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Dumbbell Bench Press,3,22.5,10,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Seated Dip Machine,0,80,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Seated Dip Machine,1,85,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Seated Dip Machine,2,85,8,0,0,,
2025-03-10 14:58:43,00 hours 37 minutes 58 seconds,,Seated Dip Machine,3,90,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Bicep Curl,0,45,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Bicep Curl,1,50,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Bicep Curl,2,55,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Bicep Curl,3,55,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Shoulder Press,0,25,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Shoulder Press,1,25,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Shoulder Press,2,25,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Machine Shoulder Press,3,25,9,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Chest Press,0,35,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Chest Press,1,35,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Chest Press,2,40,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Chest Press,3,40,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Seated Dip Machine,0,80,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Seated Dip Machine,1,80,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Seated Dip Machine,2,85,8,0,0,,
2025-03-12 15:01:32,00 hours 35 minutes 59 seconds,,Seated Dip Machine,3,90,8,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Machine Bicep Curl,0,70,8,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Machine Bicep Curl,1,70,7,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Machine Bicep Curl,2,65,7,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Machine Bicep Curl,3,65,3,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Incline Bench Press,0,65,10,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Incline Bench Press,1,65,8,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Incline Bench Press,2,65,5,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Cable Lateral Raise,0,4,5,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Cable Lateral Raise,1,2.5,7,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Cable Lateral Raise,2,2.5,7,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Machine Seated Crunch,0,95,8,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Machine Seated Crunch,1,95,10,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Seated Dip Machine,0,100,12,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Seated Dip Machine,1,105,7,0,0,,
2025-03-14 14:55:44,00 hours 50 minutes 59 seconds,,Seated Dip Machine,2,110,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Seated Dip Machine,0,115,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Seated Dip Machine,1,120,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Seated Dip Machine,2,125,6,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Seated Dip Machine,3,120,6,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Bicep Curl,0,85,3,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Bicep Curl,1,75,6,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Bicep Curl,2,70,7,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Bicep Curl,3,65,6,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Chest Press,0,40,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Chest Press,1,55,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Chest Press,2,55,4,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Chest Press,3,45,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Shoulder Press,0,25,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Shoulder Press,1,15,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Shoulder Press,2,20,8,0,0,,
2025-03-23 12:37:14,00 hours 41 minutes 20 seconds,,Machine Shoulder Press,3,20,7,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Dumbbell Bench Press,0,22.5,12,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Dumbbell Bench Press,1,25,10,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Dumbbell Bench Press,2,27.5,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Incline Dumbbell Bench Press,0,20,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Incline Dumbbell Bench Press,1,20,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Incline Dumbbell Bench Press,2,20,12,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Seated Dumbbell Shoulder Press,0,10,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Seated Dumbbell Shoulder Press,1,10,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Seated Dumbbell Shoulder Press,2,10,12,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Dumbbell Lateral Raise,0,5,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Dumbbell Lateral Raise,1,5,10,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Dumbbell Lateral Raise,2,7.5,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Seated Dip Machine,0,115,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Seated Dip Machine,1,120,8,0,0,,
2025-03-25 08:42:29,00 hours 36 minutes 39 seconds,,Seated Dip Machine,2,120,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Row,0,27.5,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Row,1,27.5,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Row,2,27.5,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Lat Pulldown,0,75,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Lat Pulldown,1,65,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Lat Pulldown,2,60,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Shrug,0,20,10,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Shrug,1,22.5,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Shrug,2,22.5,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Curl,0,20,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Curl,1,20,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Dumbbell Curl,2,20,10,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Hammer Curl,0,20,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Hammer Curl,1,20,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Hammer Curl,2,20,8,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Chin Ups,0,0,5,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Chin Ups,1,0,3,0,0,,
2025-03-26 08:28:54,00 hours 44 minutes 57 seconds,,Chin Ups,2,0,2,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Chest Press,0,55,10,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Chest Press,1,60,7,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Chest Press,2,55,10,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Smith Machine Incline Bench Press,0,70,3,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Smith Machine Incline Bench Press,1,50,10,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Smith Machine Incline Bench Press,2,50,7,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Tricep Pushdown,0,37.5,8,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Tricep Pushdown,1,37.5,8,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Tricep Pushdown,2,42.5,5,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Machine Shoulder Press,0,25,8,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Machine Shoulder Press,1,25,9,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Machine Shoulder Press,2,25,9,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Seated Dip Machine,0,100,5,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Seated Dip Machine,1,90,8,0,0,,
2025-03-27 11:52:11,00 hours 42 minutes 33 seconds,,Seated Dip Machine,2,85,7,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Lat Pulldown,0,75,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Lat Pulldown,1,70,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Lat Pulldown,2,70,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Row,0,27.5,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Row,1,27.5,10,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Row,2,27.5,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Shrug,0,22.5,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Shrug,1,22.5,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Shrug,2,22.5,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Curl,0,22.5,8,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Curl,1,22.5,7,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Dumbbell Curl,2,22.5,6,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Hammer Curl,0,20,6,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Hammer Curl,1,20,6,0,0,,
2025-03-28 14:34:54,00 hours 34 minutes 15 seconds,,Hammer Curl,2,20,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Dumbbell Bench Press,0,25,10,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Dumbbell Bench Press,1,25,10,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Dumbbell Bench Press,2,27.5,10,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Incline Dumbbell Bench Press,0,20,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Incline Dumbbell Bench Press,1,20,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Incline Dumbbell Bench Press,2,22.5,12,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Seated Dumbbell Shoulder Press,0,12.5,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Seated Dumbbell Shoulder Press,1,12.5,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Seated Dumbbell Shoulder Press,2,12.5,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Dumbbell Lateral Raise,0,7.5,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Dumbbell Lateral Raise,1,7.5,8,0,0,,
2025-03-31 20:17:49,00 hours 29 minutes 42 seconds,,Dumbbell Lateral Raise,2,7.5,9,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Lat Pulldown,0,75,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Lat Pulldown,1,75,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Lat Pulldown,2,80,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Row,0,27.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Row,1,27.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Row,2,27.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Shrug,0,22.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Shrug,1,22.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Shrug,2,22.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Curl,0,22.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Curl,1,22.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Dumbbell Curl,2,22.5,7,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Hammer Curl,0,22.5,8,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Hammer Curl,1,22.5,6,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Hammer Curl,2,22.5,6,0,0,,
2025-04-01 08:45:00,00 hours 38 minutes 48 seconds,,Chin Ups,0,0,5,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Lat Pulldown,0,75,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Lat Pulldown,1,80,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Lat Pulldown,2,80,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Row,0,27.5,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Row,1,30,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Row,2,30,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Curl,0,22.5,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Curl,1,22.5,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Curl,2,22.5,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Shrug,0,22.5,10,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Shrug,1,22.5,10,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Dumbbell Shrug,2,22.5,10,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Hammer Curl,0,22.5,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Hammer Curl,1,22.5,8,0,0,,
2025-04-04 08:15:08,00 hours 36 minutes 47 seconds,,Hammer Curl,2,22.5,5,0,0,,
2025-04-05 11:18:49,00 hours 28 minutes 25 seconds,,Cycling,0,0,0,10.86,1800,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Dumbbell Bench Press,0,27.5,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Dumbbell Bench Press,1,27.5,12,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Dumbbell Bench Press,2,27.5,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Incline Dumbbell Bench Press,0,25,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Incline Dumbbell Bench Press,1,25,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Incline Dumbbell Bench Press,2,25,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Seated Dumbbell Shoulder Press,0,12.5,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Seated Dumbbell Shoulder Press,1,12.5,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Seated Dumbbell Shoulder Press,2,12.5,10,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Dumbbell Lateral Raise,0,7.5,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Dumbbell Lateral Raise,1,7.5,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Dumbbell Lateral Raise,2,7.5,8,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Seated Dip Machine,0,115,10,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Seated Dip Machine,1,120,10,0,0,,
2025-04-06 11:53:09,00 hours 34 minutes 19 seconds,,Seated Dip Machine,2,125,10,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Lat Pulldown,0,75,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Lat Pulldown,1,80,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Lat Pulldown,2,80,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Row,0,30,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Row,1,30,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Row,2,30,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Curl,0,22.5,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Curl,1,22.5,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Curl,2,22.5,6,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Shrug,0,22.5,8,0,0,,
2025-04-07 08:20:27,00 hours 38 minutes 56 seconds,,Dumbbell Shrug,1,22.5,10,0,0,,
